Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
397,Andre Roberson\roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,.143,0.2,1.6,.125,0.2,1.2,.167,.179,0.2,0.4,.500,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2
398,Duncan Robinson\robindu01,SF,26,MIA,38,38,33.0,4.2,9.8,.426,3.3,8.4,.392,0.9,1.4,.630,.594,1.1,1.3,.840,0.1,3.8,3.9,1.6,0.5,0.2,1.3,2.4,12.8
399,Glenn Robinson III\robingl02,SF,27,SAC,23,2,16.0,1.8,4.3,.424,0.7,1.9,.364,1.1,2.4,.473,.505,0.9,1.0,.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3
400,Jerome Robinson\robinje01,SG,23,WAS,13,3,17.0,1.7,5.2,.328,0.7,2.4,.290,1.0,2.8,.361,.396,1.2,1.3,.882,0.2,2.4,2.5,1.4,0.5,0.2,0.8,1.6,5.2
401,Mitchell Robinson\robinmi01,C,22,NYK,27,27,28.8,3.8,5.8,.660,0.0,0.0,,3.8,5.8,.660,.660,0.8,1.7,.478,3.6,4.8,8.4,0.5,1.2,1.5,0.8,2.9,8.4
402,Isaiah Roby\robyis01,PF,22,OKC,32,13,21.4,3.4,6.3,.532,0.6,1.8,.339,2.8,4.6,.605,.579,1.3,1.8,.724,1.5,3.8,5.3,1.8,0.8,0.6,1.4,2.7,8.7
403,Rajon Rondo\rondora01,PG,34,ATL,22,2,14.8,1.6,4.0,.398,0.8,1.9,.415,0.8,2.1,.383,.494,0.0,0.1,.500,0.2,2.0,2.2,3.4,0.6,0.1,1.3,0.8,4.0
404,Derrick Rose\rosede01,PG,32,TOT,25,3,23.5,5.0,11.7,.430,0.9,2.4,.377,4.1,9.3,.444,.469,2.5,3.0,.851,0.3,1.9,2.2,4.5,1.2,0.4,1.9,1.2,13.5
405,Terrence Ross\rosste01,SG,29,ORL,35,2,29.5,5.6,13.6,.410,2.1,6.1,.344,3.5,7.5,.462,.486,2.3,2.6,.900,0.3,3.1,3.5,2.2,1.1,0.5,1.7,1.8,15.5
406,Terry Rozier\roziete01,SG,26,CHO,35,35,33.1,7.3,15.1,.486,3.4,7.8,.432,3.9,7.3,.543,.598,2.3,2.8,.825,0.5,3.2,3.7,3.2,1.4,0.3,2.0,1.9,20.3
407,Ricky Rubio\rubiori01,PG,30,MIN,36,21,25.6,2.7,6.8,.390,0.8,2.4,.318,1.9,4.5,.429,.445,1.9,2.3,.831,0.4,2.7,3.1,6.5,1.3,0.0,2.1,2.2,8.0
408,D'Angelo Russell\russeda01,PG,24,MIN,20,19,29.2,7.0,16.3,.426,3.0,7.4,.399,4.0,8.9,.449,.517,2.4,3.2,.750,0.5,2.2,2.6,5.1,1.1,0.5,2.7,2.0,19.3
409,Domantas Sabonis\sabondo01,PF,24,IND,37,37,36.6,7.8,14.9,.527,0.9,2.7,.327,6.9,12.1,.572,.557,4.2,5.9,.719,2.5,8.7,11.2,6.2,1.1,0.6,3.4,3.5,20.8
410,Luka Šamanić\samanlu01,PF,21,SAS,11,1,9.5,1.4,3.2,.429,0.7,1.9,.381,0.6,1.3,.500,.543,0.4,0.7,.500,0.5,2.2,2.7,0.2,0.3,0.2,0.5,0.9,3.8
411,JaKarr Sampson\sampsja02,PF,27,IND,15,0,6.5,1.0,2.1,.469,0.1,0.3,.200,0.9,1.8,.519,.484,0.5,0.7,.800,0.5,1.4,1.9,0.1,0.1,0.2,0.4,0.7,2.6
412,Dario Šarić\saricda01,C,26,PHO,19,0,18.8,4.2,8.5,.497,1.4,3.5,.388,2.8,4.9,.574,.578,1.9,2.2,.902,0.8,3.3,4.1,1.3,0.7,0.2,1.3,2.2,11.7
413,Tomáš Satoranský\satorto01,SG,29,CHI,25,0,20.7,2.5,4.8,.521,0.8,1.8,.432,1.8,3.1,.571,.599,1.2,1.3,.909,0.3,2.2,2.5,4.4,0.5,0.2,1.5,1.1,7.0
414,Dennis Schröder\schrode01,SG,27,LAL,34,34,31.3,5.2,11.9,.436,1.0,3.1,.318,4.2,8.7,.478,.478,3.4,4.2,.824,0.5,3.0,3.5,4.5,1.0,0.3,2.4,2.7,14.8
415,Mike Scott\scottmi01,PF,32,PHI,19,4,17.8,1.6,3.7,.423,1.2,2.9,.400,0.4,0.8,.500,.577,0.1,0.3,.400,0.2,2.5,2.7,0.4,0.5,0.1,0.6,0.9,4.4
416,Collin Sexton\sextoco01,SG,22,CLE,32,32,36.2,8.8,18.2,.484,1.6,4.2,.391,7.2,14.0,.511,.528,4.8,5.9,.809,0.7,1.9,2.6,4.3,1.2,0.1,2.8,2.8,23.9
417,Landry Shamet\shamela01,SG,23,BRK,35,0,20.1,2.7,6.7,.402,1.9,5.0,.385,0.8,1.7,.450,.545,1.0,1.2,.854,0.2,1.7,1.9,1.1,0.4,0.1,0.7,1.3,8.3
418,Iman Shumpert\shumpim01,SG,30,BRK,2,0,5.5,0.5,2.0,.250,0.0,1.5,.000,0.5,0.5,1.000,.250,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0
419,Pascal Siakam\siakapa01,PF,26,TOR,30,30,35.8,7.4,16.3,.453,1.2,4.1,.295,6.2,12.3,.505,.490,4.1,5.0,.819,1.9,5.5,7.5,4.8,1.2,0.7,2.2,3.1,20.1
420,Chris Silva\silvach01,PF,24,MIA,8,0,9.4,1.0,1.4,.727,0.1,0.1,1.000,0.9,1.3,.700,.773,1.4,1.9,.733,0.9,2.3,3.1,0.8,0.1,0.6,1.1,2.1,3.5
421,Ben Simmons\simmobe01,PG,24,PHI,31,31,33.9,6.2,10.7,.578,0.1,0.2,.286,6.1,10.5,.585,.581,3.6,5.4,.671,1.7,6.2,7.9,7.6,1.6,0.7,3.4,3.1,16.1
422,Anfernee Simons\simonan01,SG,21,POR,34,0,16.9,2.8,7.0,.397,2.0,4.9,.411,0.7,2.0,.362,.542,0.6,0.8,.846,0.2,2.2,2.4,1.4,0.2,0.1,0.8,1.8,8.2
423,Deividas Sirvydis\sirvyde01,SG,20,DET,5,0,1.6,0.0,0.6,.000,0.0,0.6,.000,0.0,0.0,,.000,0.2,0.4,.500,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2
424,Marcus Smart\smartma01,PG,26,BOS,18,17,31.7,4.3,10.8,.402,1.7,5.3,.326,2.6,5.5,.475,.482,3.0,3.9,.761,0.5,2.2,2.7,5.8,1.7,0.6,1.7,2.4,13.4
